title,year,name,type,character,n
Veijarit,2010,Leo Honkonen,actor,Stefu,7.0
Eating Out: The Open Weekend,2011,Leonard Hood,actor,Resort Guest,40.0
Kung Pow: Enter the Fist,2002,Tad Horino,actor,Chew Fat Lip,12.0
Ciske de Rat,1984,Leo Horn,actor,Bruidegom,42.0
Kung Fu Graffiti,2010,Danielle Horning-Carter,actor,Student,
Shoppen,2006,Leopold Hornung,actor,Junger Mann,
Toni Goldwascher,2007,Leopold Hornung,actor,Kaplan,
Who Am I - Kein System ist sicher,2014,Leopold Hornung,actor,Oskar,8.0
A Spanking in Paradise,2010,Leo Horsfield,actor,Leo,3.0
The Decoy Bride,2011,Leo Horsfield,actor,Paparazzi,
The Magdalene Sisters,2002,Leo Horsfield,actor,Groom,
TimeLock,2013,Leo Horsfield,actor,Stuart Riley,4.0
Jack and Jill,1917,Leo Houck,actor,'Young' Kilroy,3.0
The Cock-Eyed World,1929,Leo Houck,actor,Brawler,
Z: A Zombie Musical,2007,Leonard Hough,actor,Human Auditioner,
Teenage Kung Fu Cottontails,2014,Jim Houllahan,actor,Boiba,
Kung-fu master!,1988,Cyril Houplain,actor,Un jeune,6.0
The Express,2008,Leonard House,actor,Alan Touissant,77.0
Boys Briefs 3: Between the Boys,2006,Leonard Houx,actor,"(segment ""Cabalerno"")",
Courts mais GAY: Tome 12,2006,Leonard Houx,actor,"(segment ""Cabalerno"")",
Impact Point,2008,De' Leon Howard III,actor,Cop,9.0
Aussie and Ted's Great Adventure,2009,Leo Howard,actor,Eric Brooks,3.0
Conan the Barbarian,2011,Leo Howard,actor,Young Conan,7.0
G.I. Joe: The Rise of Cobra,2009,Leo Howard,actor,Young Snake Eyes,5.0
Logan,2010,Leo Howard,actor,Logan Hoffman,1.0
Shorts,2009,Leo Howard,actor,Laser,8.0
You're Gonna Miss Me,2017,Leo Howard,actor,Mav Montana,
A Thousand Words,2012,Leonard Earl Howze,actor,Orderly,24.0
Antwone Fisher,2002,Leonard Earl Howze,actor,Pork Chop,7.0
Barbershop,2002,Leonard Earl Howze,actor,Dinka,8.0
Barbershop 2: Back in Business,2004,Leonard Earl Howze,actor,Dinka,7.0
Brave New Jersey,2016,Leonard Earl Howze,actor,Stan Holbrook,
Cardboard Boxer,2016,Leonard Earl Howze,actor,Mike,
Faults,2014,Leonard Earl Howze,actor,Raymond,
Live Cargo,2016,Leonard Earl Howze,actor,Doughboy,5.0
School for Scoundrels,2006,Leonard Earl Howze,actor,Classmate,19.0
The Lone Ranger,2013,Leonard Earl Howze,actor,Homer,32.0
The Ringer,2005,Leonard Earl Howze,actor,Mark,7.0
True Memoirs of an International Assassin,2016,Leonard Earl Howze,actor,Michael Cleveland,10.0
Zeta,2016,Leon Hrustic,actor,Ceppo,
Kung Fu Brother,2014,James Huang,actor,Detective Nick Emerson,
Bamboozled,2000,Leonard 'Hub' Hubbard,actor,Alabama Porch Monkey,27.0
Brooklyn Babylon,2001,Leonard 'Hub' Hubbard,actor,Member of The Lions,13.0
Kung Fu and Titties,2013,Benedict Hudson,actor,Thug #14,
Kung Pow Charlie,2014,Carol (II) Huey,actor,Extra,
Detainment,2018,Leon (II) Hughes,actor,Robert,2.0
Kung Fu Graffiti,2010,Steven Hullana,actor,Miles Hong,
Wormwood,2001,Leon D. Hume,actor,Disciple Peter,69.0
A Woman's Worth,2012,Leonard (II) Humphries,actor,Dominique,
Karateci Kiz,1974,Ediz Hun,actor,Murat Akdogan,2.0
Kung fu,2004,David Hung,actor,Mr. Big,25.0
Summer of '67,2018,Richard Leo Hunt,actor,Policeman,
The Karate Kid Part II,1986,Will Hunt,actor,Postman,9.0
Brush Strokes,2018,Leo (II) Hunter,actor,Shane,
Lost in London,2017,Leo (II) Hunter,actor,Restaurant Barman,
Prince of Persia: The Sands of Time,2010,Leo (II) Hunter,actor,Persian Army,
Snow White and the Huntsman,2012,Leo (II) Hunter,actor,Dark Army Soldier,
The Angel,2018,Leo (II) Hunter,actor,Gideon's Driver,
The Karate Kid Part III,1989,Rick Hurst,actor,Announcer,11.0
The Jingle Dress,2014,Leon Huscha,actor,Art Gallery Patron,
America,1986,Leon Hutchinson,actor,Mercedes Benz Limousine Chauffeur,63.0
No Way to Treat a Lady,1968,Leonard Hutton,actor,Art Dealer,
Desperados on the Block,2009,Leonard Häberle,actor,Freund Hanna,
Kungsgatan,1943,Axel Högel,actor,Adrian's Father,
"Easy come, easy go",2008,Leonard Höller,actor,Greg,4.0
Never Back Down,2008,Leonard Iacono,actor,Football Spectator,
Swallowed Whole,2010,Leonard Iacono,actor,Young Punk,
Crank: High Voltage,2009,Leo Ibanez,actor,Mexican Gardener,
Kung Fu Graffiti,2010,Tatsuo Ichikawa,actor,Father Hong,
21 tapaa pilata avioliitto,2013,Leo Idman,actor,Avustaja,
Eisenstein in Guanajuato,2015,Leo Idman,actor,Eisensteins Fathers Scene,31.0
Ella ja kaverit,2012,Leo Idman,actor,Fisherman,37.0
Kaappari,2013,Leo Idman,actor,Palopäällikkö,94.0
Miss Farkku-Suomi,2012,Leo Idman,actor,Pike's father,26.0
"Kung kaya mo, kaya mo rin!",1996,Idol Stuntmen,actor,Goons,49.0
Rapt in Eire,2009,Leon Adeleye Ifamutimi,actor,Pastor,
"Kung marunong kang magdasal, umpisahan mo na",1996,Levi Ignacio,actor,Sgt. Ignacio,12.0
Get Lucky,2013,Leo Ihenacho,actor,Simpkins,18.0
Pankot ne e mrtov,2011,Leonardo Iliev,actor,Dete na Pasha 2,33.0
Strangers Kiss,1983,Leo Impellizzeri,actor,Big Louie,13.0
The Next Kill,2018,Leon Imperial,actor,Leon Imperial,
Kung gumire parang tandang...,1973,Eddie Infante,actor,Danding,6.0
Kung patatawarin ka ng bala ko!,1991,Zaldy Ingal,actor,Jack Bodyguard,33.0
My Friend Irma,1949,Leonard B. Ingoldest,actor,Orchestra Leader,
"Good Morning, Miss Dove",1955,Leonard Ingoldsby,actor,School Boy,
Little Miss Marker,1980,Leonard Iniguez,actor,Jockey,41.0
"Karate, the Hand of Death",1961,Kinji Inoue,actor,Rag Picker,
The Next Karate Kid,1994,Daniel Inouye,actor,Senator,18.0
West End,2014,Joe Leone Introna,actor,Imposing Guy,
Kati na kaii,1964,Leonidas Ioannidis,actor,Dancer,
Oi thalassies oi hantres,1967,Leonidas Ioannidis,actor,Dancer,
To doloma,1964,Leonidas Ioannidis,actor,Dancer,
Placebo Effect,1998,Leo Ionita,actor,Bosnian Rebel,21.0
Teenage Kung Fu Cottontails,2014,Chris (III) Ippolito,actor,Police Officer,
Domino,2005,Leonidos Iraheta,actor,Creep's Friend,56.0
The Next Karate Kid,1994,Michael Ironside,actor,Col. Dugan,3.0
Kungen av Atlantis,2018,Archer Irwin Krantz,actor,Man,28.0
Wooly Booly: Ang classmate kong alien,1989,Leo Isaac,actor,St. Goliath Player #2,22.0
Maru Style,2014,Leonardo Isea,actor,Manuel,
The Next Karate Kid,1994,Jim Ishida,actor,Tall Monk,9.0
Kung kailangan mo ako,1993,Dick Israel,actor,Pacifico,
Kung patatawarin ka ng bala ko!,1991,Dick Israel,actor,Right Hand of Steve,18.0
"Karate, the Hand of Death",1961,Fujio Ito,actor,Lt. Okada,7.0
Aleksandr Nevskiy,1938,Leonid Iudov,actor,Savka,
Sibiryachka,1973,Leonid Iudov,actor,Igor Melnikov,28.0
Svetlaya rechka Vzdvizhenka,1971,Leonid Iudov,actor,Kelsya,1.0
"Ty - mne, ya - tebe",1977,Leonid Iudov,actor,Kolkhozniy brigadir,
Krasnyye pchyoly,1972,Leonid Ivanov,actor,Ryzhiy,
Kung Fu Panda 2,2011,Joseph Izzo,actor,Wolf Soldier 1,21.0
Kung Fu Panda 3,2016,Joseph Izzo,actor,Dumpling Record Pig,33.0
Chico Xavier,2010,Leonardo Jabbour,actor,Eduardo,64.0
Kung Fu Assassins,2007,David (XLIX) Jackson,actor,Garage Fighter #4,
"Kung Fu, Old Skool, & Tyrone",2013,Joshua Caleb Jackson,actor,Officer Jackson,9.0
A Rage in Harlem,1991,Leonard Jackson,actor,Mr. Clay,17.0
Basquiat,1996,Leonard Jackson,actor,Jean Michel's Father,36.0
Boomerang,1992,Leonard Jackson,actor,Chemist,15.0
Car Wash,1976,Leonard Jackson,actor,Earl,22.0
Conspiracy Theory,1997,Leonard Jackson,actor,Old Man - Bookstore,17.0
Five on the Black Hand Side,1973,Leonard Jackson,actor,Mr. Brooks,3.0
Palookaville,1995,Leonard Jackson,actor,Bus Driver,17.0
Second Sight,1989,Leonard Jackson,actor,Doorman at Hampshire House,24.0
Super Spook,1975,Leonard Jackson,actor,Super Spook,1.0
The Baron,1977,Leonard Jackson,actor,Gus,
The Brother from Another Planet,1984,Leonard Jackson,actor,Smokey,9.0
The Color Purple,1985,Leonard Jackson,actor,Pa Harris,11.0
Together for Days,1972,Leonard Jackson,actor,Phil,4.0
Uptight,1968,Leonard Jackson,actor,Mr. Oakley,
P.O.V.: The Camera's Eye,2003,Leonard (II) Jackson,actor,Benny,
Bringing Up Bobby,2011,Leonard (X) Jackson,actor,Store Patron,
Forsaken (III),2017,Leonard (X) Jackson,actor,High School Partier,
The Veil (II),2017,Leonard (X) Jackson,actor,Prisoner,
You People,2017,Leonard (X) Jackson,actor,Silent Protester #1,
Bran Nue Dae,2009,Leon Jacky,actor,Listen to the News Dancer,64.0
Kungsgatan,1943,Hugo Jacobsson,actor,Krafft,13.0
Ninja Mission 2000,2000,Leo Jacobsson,actor,Boardmember,23.0
Patrulls,1999,Leo Jacobsson,actor,Soldier Jonsson,2.0
Kungen av Dalarna,1953,Adolf Jahr,actor,Erik Johan Kasimir Andersson Wasa,1.0
Rock Estrela,1986,Leo Jaime,actor,Tavinho,
Blutsfreundschaft,2009,Leo Jakob,actor,Barmann Ali,21.0
Kung ikaw ay isang panaginip,2002,Lou Jalapo,actor,Hip Hop Group Dancer,42.0
The Karate Kid Part II,1986,Evan James,actor,Cab Driver,10.0
Praybeyt Benjamin,2011,Leon Jamias,actor,Bullies Team,42.0
Kung-fu,1979,Krzysztof Janczar,actor,"Krzysztof, Irena's Pupil",13.0
Stimmen,2014,Leo Janeselli,actor,Xandi,4.0
Abie's Irish Rose,1928,Leon Janney,actor,Little Abie,
Charly,1968,Leon Janney,actor,Dr. Richard Nemur,4.0
Comrades,1928,Leon Janney,actor,Perry O'Toole as a boy,
Courage,1930,Leon Janney,actor,Bill Colbrook,5.0
Father's Son,1931,Leon Janney,actor,Bill Emory,1.0
Old English,1930,Leon Janney,actor,Jock Larne,8.0
On Your Toes,1927,Leon Janney,actor,Elliott Beresford as a Boy,
Penrod and Sam,1931,Leon Janney,actor,Penrod,1.0
Police Court,1932,Leon Janney,actor,Junior Barry,2.0
Quality Street,1927,Leon Janney,actor,Student,
Stolen Paradise,1940,Leon Janney,actor,Richard 'Dick' Gordon,1.0
The Doorway to Hell,1930,Leon Janney,actor,Jackie,4.0
The Last Mile,1959,Leon Janney,actor,Callahan,12.0
The Leatherneck,1929,Leon Janney,actor,Altar Boy,
The Wind,1928,Leon Janney,actor,Cora's Child,8.0
The Younger Generation,1929,Leon Janney,actor,Eddie Lesser as a Boy,
Their Mad Moment,1931,Leon Janney,actor,Narcio,6.0
De Vanger,2003,Leo Janssen,actor,Brother Harry,6.0
Terrible Angels,2012,Leon Jaramillo Jr.,actor,Prison Guard #2,
"Kung kaya mo, kaya mo rin!",1996,Joe Jardy,actor,Goon,30.0
Kung patatawarin ka ng bala ko!,1991,Joe Jardy,actor,Steve Bodyguard,20.0
The Karate Kid Part III,1989,Gabriel Jarret,actor,Rudy,19.0
The Karate Kid,1984,Peter Jason,actor,Soccer Coach,34.0
Kung mangarap ka't magising,1977,Danny Javier,actor,Jojo,5.0
Kung mahawi man ang ulap,1984,Jimmy Javier,actor,Anastacio,11.0
Deathrow,2000,Leo Javier,actor,Lolo Sinat's Gang,52.0
Kalaro,1999,Leo Javier,actor,Rebel,44.0
S.T.U.D. The Movie,2016,Leo Jayson,actor,Background extra,
16-Love,2012,Leo Jefferson,actor,Basketball Player,144.0
Running Scared,1986,Alex Leonard Jenkins,actor,Impound Officer,41.0
9 Line,2016,Leo Jenkins,actor,Garrison,
Kung Fu Girls Club,2007,Todd (II) Jenkins,actor,Kakujinsu Warrior,7.0
Sing,2016,Leo Jennings,actor,Piglet,23.0
Green Paradise,2007,Leo Jeong,actor,Resort Guest,17.0
Toy Story 3,2010,Leo Jergovic,actor,Children,51.0
Sentinel 2099,1995,Leon Jester,actor,Col. Tennison,
The Karate Kid,2010,Tao Ji,actor,Announcer,24.0
Kung fu,2004,Kang Xi Jia,actor,Harpist #1,10.0
Ensam Tillsammans,2014,Leon Jiber,actor,Kevin,8.0
Kung mangarap ka't magising,1977,Rikki Jimenez,actor,Couturier,27.0
Kung Fu Graffiti,2010,Xin (IV) Jin,actor,Go Fish player,
The Karate Kid,2010,Chen Jing,actor,Man on Plane Speaking Chinese,25.0
Kungsgatan,1943,Nils Johannisson,actor,Sawmill Owner,
Kung Fu and Titties,2013,David (II) Johanson,actor,Random Guy,
Raging Bull,1980,Leonard B. John,actor,New Yorker,
The Da Vinci Code,2006,Roland John-Leopoldie,actor,Student,34.0
The Karate Kid Part II,1986,Brett Johnson,actor,Autograph Fan,8.0
Bellclair Times,2005,Dennis Leonard Johnson,actor,Young Cable,
City Teacher,2007,Dennis Leonard Johnson,actor,Quincy Ross,
Gun Hill Road,2011,Dennis Leonard Johnson,actor,Antoine,14.0
The Brave One,2007,Dennis Leonard Johnson,actor,Reed's Runner,46.0
Zoo,2012,Dennis Leonard Johnson,actor,Fizz,
The Karate Kid Part II,1986,Garth Johnson,actor,Autograph Fan,7.0
The Karate Kid Part III,1989,Garth Johnson,actor,Spectator #1,23.0
The Next Karate Kid,1994,Gustave Johnson,actor,Wison,19.0
M4M: Measure for Measure,2015,Justin Leo Johnson,actor,Villager,
Weeds,1987,Leonard (II) Johnson,actor,Inmate,30.0
Departure (VIII),2017,Leonydus Johnson,actor,Navy Recruiter,
The Karate Kid,1984,Pat E. Johnson,actor,Referee,20.0
The Karate Kid Part III,1989,Pat E. Johnson,actor,Referee,10.0
Asessorin naishuolet,1958,Leo Jokela,actor,Porter,20.0
Ei ruumiita makuuhuoneeseen,1959,Leo Jokela,actor,Leon,13.0
Isaskar Keturin ihmeelliset seikkailut,1960,Leo Jokela,actor,Mikael,3.0
Johan nyt on markkinat!,1966,Leo Jokela,actor,Mäkinen - Police chief,
"Kaasua, komisario Palmu!",1961,Leo Jokela,actor,Detective Väinö Kokki,3.0
Kahdeksas veljes,1971,Leo Jokela,actor,Liimatainen,13.0
Kaks' tavallista Lahtista,1960,Leo Jokela,actor,Champion`s assistant,
Kalle Aaltosen morsian,1948,Leo Jokela,actor,Sailor,
Kankkulan kaivolla,1960,Leo Jokela,actor,Sousafonisti,
Komisario Palmun erehdys,1960,Leo Jokela,actor,Väinö Kokki,5.0
Kovanaama,1954,Leo Jokela,actor,Ganster,14.0
Kulkurin masurkka,1958,Leo Jokela,actor,Village man,12.0
Kultainen vasikka,1961,Leo Jokela,actor,Shop Assistant,12.0
Kuningas kulkureitten,1953,Leo Jokela,actor,Guest,
Kuriton sukupolvi,1957,Leo Jokela,actor,"Hubert, ""Husu""",8.0
Lain mukaan,1956,Leo Jokela,actor,Mustalainen,25.0
Laivaston monnit maissa,1954,Leo Jokela,actor,Pursimies Pokka - 'Pikku Torpedo',6.0
Lakeuksien lukko,1951,Leo Jokela,actor,Taavetti,
Leena,1954,Leo Jokela,actor,Mononen,16.0
Leikkikalugangsteri,1969,Leo Jokela,actor,Etsivä Sirpaleaho,9.0
Minkkiturkki,1961,Leo Jokela,actor,"Anselmi, nightwatchman",18.0
Oksat pois...,1961,Leo Jokela,actor,Arska,4.0
Olin nahjuksen vaimo,1961,Leo Jokela,actor,Poet Uolevi Helske,5.0
Opettajatar seikkailee,1960,Leo Jokela,actor,Arska,4.0
Paksunahka,1958,Leo Jokela,actor,Joni,8.0
Paksunahka,1958,Leo Jokela,actor,Passipoliisin ääni,8.0
Pikku Pietarin piha,1961,Leo Jokela,actor,Vennu Harakka,
Professori Masa,1949,Leo Jokela,actor,University student,
Punainen viiva,1959,Leo Jokela,actor,Guy #2,15.0
Putkinotko,1954,Leo Jokela,actor,Seaboy,25.0
Rintamalotta,1956,Leo Jokela,actor,Sotilas,12.0
Ryysyrannan Jooseppi,1955,Leo Jokela,actor,Kauppa-apulainen,
Saatanan radikaalit,1971,Leo Jokela,actor,Käsikirjoittaja,
Sankarialokas,1955,Leo Jokela,actor,Leo Lindblom,2.0
Sankarialokas,1955,Leo Jokela,actor,legioonal. Leonard,2.0
Sankarialokas,1955,Leo Jokela,actor,ruorimies,2.0
Sininen viikko,1954,Leo Jokela,actor,Usko's 3rd pal,8.0
Sotapojan heilat,1958,Leo Jokela,actor,Lance sergeant Lilja,4.0
Speedy Gonzales - noin 7 veljeksen poika,1970,Leo Jokela,actor,Sheriffi,7.0
Syntipukki,1957,Leo Jokela,actor,Thief,16.0
Toivelauluja,1961,Leo Jokela,actor,Talonmies,
Tukkijoella,1951,Leo Jokela,actor,Oterma - Lumberjack,14.0
Turkasen tenava!,1963,Leo Jokela,actor,Arska,
Villi Pohjola,1955,Leo Jokela,actor,Korttihuijari,6.0
Villin Pohjolan kulta,1963,Leo Jokela,actor,"Kristo, saluunan isäntä",6.0
Viu-hah hah-taja,1974,Leo Jokela,actor,Mies puistossa,10.0
"Vodkaa, komisario Palmu",1969,Leo Jokela,actor,Väinö Kokki,2.0
Kung Fu Magoo,2010,Bob Joles,actor,Various Characters,
Kung Fu Panda 3,2016,Knox Jolie-Pitt,actor,Ku Ku,27.0
Kung Fu Panda 3,2016,Pax Jolie-Pitt,actor,Yoo,20.0
Kung Fu Rascals,1992,Mike Jolly,actor,Ninja,17.0
Paradise Alley,1978,Don Leo Jonathan,actor,Wrestler,35.0
The Homesman,2014,Austin Leonard Jones,actor,Banjo Player,28.0
"Wally Sitch, Jr.: Private Dick",2004,Eric Leonard Jones,actor,Leon,11.0
Kung Fu Assassins,2007,Jabari Jones,actor,Reggie,
Band Aid,2017,Leo Jones,actor,Leo,16.0
Solo,1984,Leon Jones,actor,News Reporter,26.0
The Lonely Guy,1984,Leon Jones,actor,Traffic Cop,16.0
Kissing Strangers,2010,Leon (III) Jones,actor,Art Patron,169.0
5th Passenger,2017,Leon (XI) Jones,actor,African elite citizen,
Road to the Well,2016,Leon Michael Jones,actor,Office Worker #4,
Sex Lives of the Potato Men,2004,Leonard (II) Jones,actor,Mini Cab Driver,20.0
My Brother,2006,Michael Leonard Jones,actor,Flashy Father,25.0
De scheepsjongens van Bontekoe,2007,Leo de Jong,actor,Dorus,22.0
Penny's Shadow,2011,Leo de Jong,actor,Ralf,15.0
Snuf de hond en de ijsvogel,2010,Leo de Jong,actor,Jimmy,
Sonny Boy,2011,Leo de Jong,actor,Landwacht 2,103.0
Stuk!,2014,Leo de Jong,actor,Alec,
Kung Fu Window Cleaner,2011,Brian (IX) Joseph,actor,Farcarar,
Destination Unknown,1997,Leonard (II) Joseph,actor,Detective,
Destination Unknown,1997,Leonard (III) Joseph,actor,Detective,
Art Ache,2015,Leon Josling,actor,Swinging Kid in Park,
Femmine in fuga,1984,Leonardo José,actor,Captain Bonifacio,5.0
The Karate Kid,1984,Israel Juarbe,actor,Freddy,11.0
Everyone's Got One,2005,Michael Leo Judge,actor,Judge,3.0
Rubberneck,2012,Michael Leo Judge,actor,Tom,15.0
Karate Spirit,2018,Tobias Jurga,actor,James Brooks,
Ta divna Splitska noc,2004,Leo Juric,actor,Band Member,21.0
Alting bliver godt igen,2010,Leos Jurácek,actor,Lastbilchauffør,32.0
Hranari,2011,Leos Jurácek,actor,Nemec,25.0
Milada,2017,Leos Jurácek,actor,StB Agent #2,33.0
Matokuningas,1993,Leo Jäppinen,actor,Matoasiakas,
Kungajakt,1944,Stig Järrel,actor,Riddercrantz,5.0
Kungen av Dalarna,1953,Stig Järrel,actor,Folk musician at night club,
Kungliga patrasket,1945,Stig Järrel,actor,Hans författare,9.0
The Karate Killers,1967,Curd Jürgens,actor,Carl Von Kesser,4.0
Duel,1961,Leonid Kadrov,actor,Pobedov,
Po putyovke Lenina,1958,Leonid Kadrov,actor,Misha,
The Next Karate Kid,1994,Rodney Kageyama,actor,Monk,10.0
Exodos 1826,2017,Leonidas Kakouris,actor,Ilias Manakas,2.0
I poli ton paidion,2011,Leonidas Kakouris,actor,Spyros,10.0
Lines (II),2016,Leonidas Kakouris,actor,Operator,
Tryferotita,2008,Leonidas Kakouris,actor,Pavlos,5.0
Goryachie novosti,2009,Leonid Kalarash,actor,General FSB,
Samyy luchshiy film 3-DE,2011,Leonid Kalarash,actor,Kinoakademik,19.0
Amore Mio,2015,Leonidas Kalfagiannis,actor,Aris,9.0
Run Ronnie Run,2002,Jason Leonard Kalish,actor,Chimney Sweep Dancer,99.0
Hvezda pada vzhuru,1975,Leos Kaltofen,actor,Bodyguard at Ferrer #1,55.0
Maan Karate,2014,Arunraja Kamaraj,actor,Neruppu Kumar,8.0
Kung-fu,1979,Jerzy Kamas,actor,Edward Kurjata,14.0
The Karate Kid Part II,1986,Danny Kamekona,actor,Sato,15.0
6 giorni sulla Terra,2011,Leon Kammer,actor,Bill,14.0
Nazareno,2007,Leon Kammer,actor,Advocate Klaus Hammer,14.0
The Karate Kid Part III,1989,Sean Kanan,actor,Mike Barnes,6.0
Bednye rodstvenniki,2005,Leonid Kanevskiy,actor,Baroukh,2.0
Brilliantovaya ruka,1969,Leonid Kanevskiy,actor,Assisstant Foreign Smuggler,10.0
Hatuna Meuheret,2001,Leonid Kanevskiy,actor,Otary,10.0
Ish HaHashmal,2003,Leonid Kanevskiy,actor,Zemech,7.0
Kazhdyy vecher v odinnadtsat,1969,Leonid Kanevskiy,actor,Saksofonist,8.0
Koltsa Almanzora,1972,Leonid Kanevskiy,actor,Mukhamiel,10.0
Neylon 100%,1973,Leonid Kanevskiy,actor,Archibald,17.0
Otvetnaya mera,1974,Leonid Kanevskiy,actor,Smirnov,9.0
Potryasayushchiy Berendeev,1977,Leonid Kanevskiy,actor,Nachalnik militsii,8.0
"Priklyucheniya v gorode, kotorogo net",1974,Leonid Kanevskiy,actor,Bonaventura,5.0
Risk - blagorodnoe delo,1978,Leonid Kanevskiy,actor,Himself,
Sergeyev ishchet Sergeyeva,1974,Leonid Kanevskiy,actor,Narrator,
Smert v kino,1990,Leonid Kanevskiy,actor,Actor,3.0
Sorok minut do rassveta,1963,Leonid Kanevskiy,actor,Shop Manager,
Sovsem propashchiy,1973,Leonid Kanevskiy,actor,The Duke,
"Tam, na nevedomykh dorozhkakh...",1983,Leonid Kanevskiy,actor,Million commander,9.0
Of Golf and God,2008,Leon Kaplov,actor,Russian Guy,
Wallers letzter Gang,1989,Leo Kappeler,actor,Streckengeher,23.0
Karateci Kiz,1974,Kudret Karadag,actor,Riza Çakoz,5.0
Karate: Tyfli fygi,2005,Stelios Karamanolis,actor,Hash Brown,3.0
Eto my ne prokhodili,1976,Leonid (II) Karasyov,actor,Pogorelovskiy,
Gorozhane,1976,Leonid (II) Karasyov,actor,priyatel Yuri,
Spasite utopayushchego,1968,Leonid (II) Karasyov,actor,Gulka,2.0
Last Kung Fu Monk,2010,Johan (III) Karlberg,actor,Rassian Mafia Boss,
Kungliga Johansson,1934,Helge Karlsson,actor,Editor-in-chief,
Kungliga patrasket,1945,Helge Karlsson,actor,Föreståndaren för tidningsutlämningsexpeditionen,
Zhenitsya v 24 chasa,2004,Leonid Karpovich,actor,Georgiy,1.0
Maan Karate,2014,Siva Karthikeyan,actor,Peter,1.0
O katafertzis,1964,Leonidas Karvelas,actor,Thief,16.0
"Kung kaya mo, kaya mo rin!",1996,Jhony Katamura,actor,Goon,52.0
Marsal,1999,Leo Katunaric,actor,Mental Patient,29.0
A Harbour Town,2013,Leon Kavanagh,actor,Young Man,
FairyTale: A True Story,1997,Leonard Kavanagh,actor,Stage Manager,12.0
Home Before Midnight,1979,Leonard Kavanagh,actor,Mr. Beresford,21.0
Sweeney!,1977,Leonard Kavanagh,actor,Pathologist,26.0
That Lucky Touch,1975,Leonard Kavanagh,actor,Party guest,
"Karate, the Hand of Death",1961,Shigayaoshi Kawai,actor,Radio Shop Clerk,20.0
Kungen av Dalarna,1953,Holger Kax,actor,Governors secretary,
Karateci Kiz,1974,Bülent Kayabas,actor,Ferruh Durak,3.0
Are You with It?,1948,Leo Kaye,actor,Heckler,
Fighting Father Dunne,1948,Leo Kaye,actor,Newspaper Vendor,
Gentleman's Agreement,1947,Leo Kaye,actor,Porter,
News Hounds,1947,Leo Kaye,actor,Red Kane,
On Our Merry Way,1948,Leo Kaye,actor,Bartender,
Open Secret,1948,Leo Kaye,actor,"Fatso, the bartender",15.0
Song of My Heart,1948,Leo Kaye,actor,Mess Sergeant,28.0
The Mysterious Mr. M,1946,Leo Kaye,actor,Officer Martin,
The Return of Rusty,1946,Leo Kaye,actor,MP,
The Snake Pit,1948,Leo Kaye,actor,Hospital Attendant,
Trouble Preferred,1948,Leo Kaye,actor,Ed Garfield,
Moya Anfisa,1979,Leonid Kayurov,actor,Nikolay,2.0
Kung Fu Panda,2008,Stephen Kearin,actor,Gong Pig,18.0
Kung Fu Panda,2008,Stephen Kearin,actor,Grateful Bunny,18.0
Kung Fu Panda 2,2011,Stephen Kearin,actor,Musician Pig,23.0
Kung Fu Panda 2,2011,Stephen Kearin,actor,Awesome Pig,23.0
Kung Fu Panda 3,2016,Stephen Kearin,actor,Master Chicken,23.0
Jenseits,2006,Leopold F.J. Keber,actor,Norbert Hopper,14.0
Playing Cupid,2008,Leon Keefer,actor,Leon Keefer,
The Next Karate Kid,1994,Keena Keel,actor,School Clerk,13.0
Call Northside 777,1948,Leonarde Keeler,actor,Leonarde Keeler - Polygraph Examiner,
